,Energy Type,HRM Building ID,billTimeFrame,End Date,Cost,Consumption,Consumption(kWh),Emission_consumption,Emission_CO2,Emission_SOx,Emission_PM,Emission_NOx,Emission_VOC,Emission_CO,Emission_NH3,GHG&CAC,Season
161,Natural Gas,BL838,30,7/1/2017,7251,617,171388.89,165.41153,31428.1907,0.16541153,1.98493836,25.14255256,1.48870377,1.224045322,0,31458.19635,Summer
162,Natural Gas,BL838,31,8/1/2017,6430,544,151111.11,145.84096,27709.7824,0.14584096,1.75009152,22.16782592,1.31256864,1.079223104,0,27736.23795,Summer
163,Natural Gas,BL838,31,9/1/2017,5004,417,115833.33,111.79353,21240.7707,0.11179353,1.34152236,16.99261656,1.00614177,0.827272122,0,21261.05005,Fall
164,Natural Gas,BL838,30,10/1/2017,6259,537,149166.67,143.96433,27353.2227,0.14396433,1.72757196,21.88257816,1.29567897,1.065336042,0,27379.33783,Fall
165,Natural Gas,BL838,31,11/1/2017,6547,550,152777.78,147.4495,28015.405,0.1474495,1.769394,22.412324,1.3270455,1.0911263,0,28042.15234,Fall
166,Natural Gas,BL838,30,12/1/2017,9487,787,218611.11,210.98683,40087.4977,0.21098683,2.53184196,32.06999816,1.89888147,1.561302542,0,40125.77071,Winter
167,Natural Gas,BL838,31,1/1/2018,13446,1076,298888.89,288.46484,54808.3196,0.28846484,3.46157808,43.84665568,2.59618356,2.134639816,0,54860.64712,Winter
168,Natural Gas,BL838,31,2/1/2018,23362,1762,489444.44,472.37458,89751.1702,0.47237458,5.66849496,71.80093616,4.25137122,3.495571892,0,89836.85895,Winter
169,Natural Gas,BL838,28,3/1/2018,19296,1391,386388.89,372.91319,70853.5061,0.37291319,4.47495828,56.68280488,3.35621871,2.759557606,0,70921.15255,Spring
170,Natural Gas,BL838,31,4/1/2018,15647,1128,313333.33,302.40552,57457.0488,0.30240552,3.62886624,45.96563904,2.72164968,2.237800848,0,57511.90516,Spring
171,Fuel Oil,BL296,28,2/28/2016,11008,18970,208670,0.1897,51.9778,0.08077426,0.001897,0.041734,0.0015176,0.011382,0,52.11510486,Winter
172,Fuel Oil,BL296,32,3/31/2016,13485,21869,240559,0.21869,59.92106,0.093118202,0.0021869,0.0481118,0.00174952,0.0131214,0,60.07934782,Spring
173,Fuel Oil,BL296,30,4/30/2016,7291,13448,147928,0.13448,36.84752,0.057261584,0.0013448,0.0295856,0.00107584,0.0080688,0,36.94485662,Spring
174,Fuel Oil,BL296,31,5/31/2016,12465,20804,228844,0.20804,57.00296,0.088583432,0.0020804,0.0457688,0.00166432,0.0124824,0,57.15353935,Spring
175,Fuel Oil,BL296,30,6/30/2016,5230,8391,92301,0.08391,22.99134,0.035728878,0.0008391,0.0184602,0.00067128,0.0050346,0,23.05207406,Summer
176,Fuel Oil,BL296,31,7/31/2016,6421,10652,117172,0.10652,29.18648,0.045356216,0.0010652,0.0234344,0.00085216,0.0063912,0,29.26357918,Summer
177,Fuel Oil,BL296,30,8/30/2016,4819,8054,88594,0.08054,22.06796,0.034293932,0.0008054,0.0177188,0.00064432,0.0048324,0,22.12625485,Summer
178,Fuel Oil,BL296,31,9/30/2016,4137,6686,73546,0.06686,18.31964,0.028468988,0.0006686,0.0147092,0.00053488,0.0040116,0,18.36803327,Fall
179,Fuel Oil,BL296,31,10/31/2016,9863,13520,148720,0.1352,37.0448,0.05756816,0.001352,0.029744,0.0010816,0.008112,0,37.14265776,Fall
180,Fuel Oil,BL296,30,11/30/2016,11145,15623,171853,0.15623,42.80702,0.066522734,0.0015623,0.0343706,0.00124984,0.0093738,0,42.92009927,Fall
181,Fuel Oil,BL296,31,12/31/2016,18131,25697,282667,0.25697,70.40978,0.109417826,0.0025697,0.0565334,0.00205576,0.0154182,0,70.59577489,Winter
182,Fuel Oil,BL296,31,1/31/2017,15548,22452,246972,0.22452,61.51848,0.095600616,0.0022452,0.0493944,0.00179616,0.0134712,0,61.68098758,Winter
183,Fuel Oil,BL296,28,2/28/2017,12938,18562,204182,0.18562,50.85988,0.079036996,0.0018562,0.0408364,0.00148496,0.0111372,0,50.99423176,Winter
184,Fuel Oil,BL296,31,3/31/2017,18098,27078,297858,0.27078,74.19372,0.115298124,0.0027078,0.0595716,0.00216624,0.0162468,0,74.38971056,Spring
185,Fuel Oil,BL296,30,4/30/2017,12838,19365,213015,0.19365,53.0601,0.08245617,0.0019365,0.042603,0.0015492,0.011619,0,53.20026387,Spring
186,Fuel Oil,BL296,31,5/31/2017,9451,15018,165198,0.15018,41.14932,0.063946644,0.0015018,0.0330396,0.00120144,0.0090108,0,41.25802028,Spring
187,Fuel Oil,BL296,30,6/30/2017,6248,10753,118283,0.10753,29.46322,0.045786274,0.0010753,0.0236566,0.00086024,0.0064518,0,29.54105021,Summer
188,Fuel Oil,BL296,31,7/31/2017,5554,9426,103686,0.09426,25.82724,0.040135908,0.0009426,0.0207372,0.00075408,0.0056556,0,25.89546539,Summer
189,Fuel Oil,BL296,92,10/31/2017,15589,23245,255695,0.23245,63.6913,0.09897721,0.0023245,0.051139,0.0018596,0.013947,0,63.85954731,Fall
190,Fuel Oil,BL296,30,11/30/2017,14484,19086,209946,0.19086,52.29564,0.081268188,0.0019086,0.0419892,0.00152688,0.0114516,0,52.43378447,Fall
191,Fuel Oil,BL296,31,12/31/2017,14264,18011,198121,0.18011,49.35014,0.076690838,0.0018011,0.0396242,0.00144088,0.0108066,0,49.48050362,Winter
192,Fuel Oil,BL296,31,1/31/2018,12471,15041,165451,0.15041,41.21234,0.064044578,0.0015041,0.0330902,0.00120328,0.0090246,0,41.32120676,Winter
193,Fuel Oil,BL296,28,2/28/2018,19409,24495,269445,0.24495,67.1163,0.10429971,0.0024495,0.053889,0.0019596,0.014697,0,67.29359481,Winter
194,Fuel Oil,BL296,31,3/31/2018,15402,20263,222893,0.20263,55.52062,0.086279854,0.0020263,0.0445786,0.00162104,0.0121578,0,55.66728359,Spring
195,Fuel Oil,BL296,30,4/30/2018,16828.4,20889.7,229786.7,0.208897,57.237778,0.088948343,0.00208897,0.04595734,0.001671176,0.01253382,0,57.38897765,Spring
196,Natural Gas,BL597,14,1/15/2016,1675,47,13055.56,12.60023,2394.0437,0.01260023,0.15120276,1.91523496,0.11340207,0.093241702,0,2396.329382,Winter
197,Natural Gas,BL597,31,2/15/2016,2104,88,24444.44,23.59192,4482.4648,0.02359192,0.28310304,3.58597184,0.21232728,0.174580208,0,4486.744374,Winter
198,Natural Gas,BL597,29,3/15/2016,2481,104,28888.89,27.88136,5297.4584,0.02788136,0.33457632,4.23796672,0.25093224,0.206322064,0,5302.516079,Spring
199,Natural Gas,BL597,31,4/15/2016,1709,89,24722.22,23.86001,4533.4019,0.02386001,0.28632012,3.62672152,0.21474009,0.176564074,0,4537.730106,Spring
200,Natural Gas,BL597,30,5/15/2016,1018,63.87,17741.67,17.1229083,3253.352577,0.017122908,0.2054749,2.602682062,0.154106175,0.126709521,0,3256.458673,Spring
201,Natural Gas,BL597,31,6/15/2016,503,36.37,10102.78,9.7504333,1852.582327,0.009750433,0.1170052,1.482065862,0.0877539,0.072153206,0,1854.351056,Summer
202,Natural Gas,BL597,30,7/15/2016,197,14.3,3972.22,3.833687,728.40053,0.003833687,0.046004244,0.582720424,0.034503183,0.028369284,0,729.0959608,Summer
203,Natural Gas,BL597,31,8/15/2016,42.14,1.74,483.33,0.4664766,88.630554,0.000466477,0.005597719,0.070904443,0.004198289,0.003451927,0,88.71517286,Summer
204,Natural Gas,BL597,31,9/15/2016,114.5,7.99,2219.44,2.1420391,406.987429,0.002142039,0.025704469,0.325589943,0.019278352,0.015851089,0,407.3759949,Fall
205,Natural Gas,BL597,30,10/15/2016,500.81,40.29,11191.67,10.8013461,2052.255759,0.010801346,0.129616153,1.641804607,0.097212115,0.079929961,0,2054.215123,Fall
206,Natural Gas,BL597,31,11/15/2016,729.08,57.11,15863.89,15.3106199,2909.017781,0.01531062,0.183727439,2.327214225,0.137795579,0.113298587,0,2911.795127,Fall
207,Natural Gas,BL597,30,12/15/2016,1006,77.21,21447.22,20.6992289,3932.853491,0.020699229,0.248390747,3.146282793,0.18629306,0.153174294,0,3936.608331,Winter
208,Natural Gas,BL597,31,1/15/2017,1489,111.85,31069.44,29.9858665,5697.314635,0.029985867,0.359830398,4.557851708,0.269872798,0.221895412,0,5702.754071,Winter
209,Natural Gas,BL597,31,2/15/2017,1368,101,28055.56,27.07709,5144.6471,0.02707709,0.32492508,4.11571768,0.24369381,0.200370466,0,5149.558884,Winter
210,Natural Gas,BL597,28,3/15/2017,1243,94.28,26188.89,25.2755252,4802.349788,0.025275525,0.303306302,3.84187983,0.227479727,0.187038886,0,4806.934768,Spring
211,Natural Gas,BL597,31,4/15/2017,1217,97.32,27033.33,26.0905188,4957.198572,0.026090519,0.313086226,3.965758858,0.234814669,0.193069839,0,4961.931392,Spring
212,Natural Gas,BL597,30,5/15/2017,615,51.17,14213.89,13.7181653,2606.451407,0.013718165,0.164617984,2.085161126,0.123463488,0.101514423,0,2608.939882,Spring
213,Natural Gas,BL597,31,6/15/2017,411,34.21,9502.78,9.1713589,1742.558191,0.009171359,0.110056307,1.394046553,0.08254223,0.067868056,0,1744.221876,Summer
214,Natural Gas,BL597,30,7/15/2017,60.19,3.4,944.44,0.911506,173.18614,0.000911506,0.010938072,0.138548912,0.008203554,0.006745144,0,173.3514872,Summer
215,Natural Gas,BL597,31,8/15/2017,33.26,1.02,283.33,0.2734518,51.955842,0.000273452,0.003281422,0.041564674,0.002461066,0.002023543,0,52.00544616,Summer
216,Natural Gas,BL597,31,9/15/2017,150.74,11.61,3225,3.1125249,591.379731,0.003112525,0.037350299,0.473103785,0.028012724,0.023032684,0,591.944343,Fall
217,Natural Gas,BL597,61,11/15/2017,473,35.15,9763.89,9.4233635,1790.439065,0.009423364,0.113080362,1.432351252,0.084810272,0.06973289,0,1792.148463,Fall
218,Natural Gas,BL597,30,12/15/2017,1296,92.46,25683.33,24.7876014,4709.644266,0.024787601,0.297451217,3.767715413,0.223088413,0.18342825,0,4714.140737,Winter
219,Natural Gas,BL597,31,1/15/2018,2005,135.91,37752.78,36.4361119,6922.861261,0.036436112,0.437233343,5.538289009,0.327925007,0.269627228,0,6929.470772,Winter
220,Natural Gas,BL597,31,2/15/2018,1612,103.8,28833.33,27.827742,5287.27098,0.027827742,0.333932904,4.229816784,0.250449678,0.205925291,0,5292.318932,Winter
221,Natural Gas,BL597,28,3/15/2018,1656,105.86,29405.56,28.3800074,5392.201406,0.028380007,0.340560089,4.313761125,0.255420067,0.210012055,0,5397.349539,Spring
222,Natural Gas,BL688,31,2/1/2016,56240,3173,881388.89,850.64957,161623.4183,0.85064957,10.20779484,129.2987346,7.65584613,6.294806818,0,161777.7261,Winter
223,Natural Gas,BL688,29,3/1/2016,50875,2867,796388.89,768.61403,146036.6657,0.76861403,9.22336836,116.8293326,6.91752627,5.687743822,0,146176.0923,Spring
224,Natural Gas,BL688,31,4/1/2016,58215,3285,912500,880.67565,167328.3735,0.88067565,10.5681078,133.8626988,7.92608085,6.51699981,0,167488.1281,Spring
225,Natural Gas,BL688,30,5/1/2016,35244,2097,582500,562.18473,106815.0987,0.56218473,6.74621676,85.45207896,5.05966257,4.160167002,0,106917.079,Spring
226,Natural Gas,BL688,31,6/1/2016,25262,1766,490555.56,473.44694,89954.9186,0.47344694,5.68136328,71.96393488,4.26102246,3.503507356,0,90040.80187,Summer
227,Natural Gas,BL688,30,7/1/2016,10838,833,231388.89,223.31897,42430.6043,0.22331897,2.67982764,33.94448344,2.00987073,1.652560378,0,42471.11436,Summer
228,Natural Gas,BL688,31,8/1/2016,1007.95,39.48,10966.67,10.5841932,2010.996708,0.010584193,0.127010318,1.608797366,0.095257739,0.07832303,0,2012.916681,Summer
229,Natural Gas,BL688,31,9/1/2016,607.01,3.96,1100,1.0616364,201.710916,0.001061636,0.012739637,0.161368733,0.009554728,0.007856109,0,201.9034968,Fall
230,Natural Gas,BL688,30,10/1/2016,1569,90.22,25061.11,24.1870798,4595.545162,0.02418708,0.290244958,3.67643613,0.217683718,0.178984391,0,4599.932698,Fall
231,Natural Gas,BL688,31,11/1/2016,11489,951.26,264238.89,255.0232934,48454.42575,0.255023293,3.060279521,38.7635406,2.295209641,1.887172371,0,48500.68697,Fall
232,Natural Gas,BL688,30,12/1/2016,23292,1885,523611.11,505.34965,96016.4335,0.50534965,6.0641958,76.8131468,4.54814685,3.73958741,0,96108.10393,Winter
233,Natural Gas,BL688,31,1/1/2017,34444,2750,763888.89,737.2475,140077.025,0.7372475,8.84697,112.06162,6.6352275,5.4556315,0,140210.7617,Winter
234,Natural Gas,BL688,31,2/1/2017,40987,3171,880833.33,850.11339,161521.5441,0.85011339,10.20136068,129.2172353,7.65102051,6.290839086,0,161675.7547,Winter
235,Natural Gas,BL688,28,3/1/2017,38614,2979,827500,798.64011,151741.6209,0.79864011,9.58368132,121.3932967,7.18776099,5.909936814,0,151886.4942,Spring
236,Natural Gas,BL688,31,4/1/2017,32513,2606,723888.89,698.64254,132742.0826,0.69864254,8.38371048,106.1936661,6.28778286,5.169954796,0,132868.8164,Spring
237,Natural Gas,BL688,30,5/1/2017,28985,2473,686944.44,662.98657,125967.4483,0.66298657,7.95583884,100.7739586,5.96687913,4.906100618,0,126087.7141,Spring
238,Natural Gas,BL688,31,6/1/2017,17167,1510,419444.44,404.8159,76915.021,0.4048159,4.8577908,61.5320168,3.6433431,2.99563766,0,76988.4546,Summer
239,Natural Gas,BL688,30,7/1/2017,10496,915,254166.67,245.30235,46607.4465,0.24530235,2.9436282,37.2859572,2.20772115,1.81523739,0,46651.94435,Summer
240,Natural Gas,BL688,31,8/1/2017,1599,96,26666.67,25.73664,4889.9616,0.02573664,0.30883968,3.91196928,0.23162976,0.190451136,0,4894.630226,Summer
241,Natural Gas,BL688,31,9/1/2017,648,8,2222.22,2.14472,407.4968,0.00214472,0.02573664,0.32599744,0.01930248,0.015870928,0,407.8858522,Fall
242,Natural Gas,BL688,30,10/1/2017,647,8,2222.22,2.14472,407.4968,0.00214472,0.02573664,0.32599744,0.01930248,0.015870928,0,407.8858522,Fall
243,Natural Gas,BL688,31,11/1/2017,6898,582,161666.67,156.02838,29645.3922,0.15602838,1.87234056,23.71631376,1.40425542,1.154610012,0,29673.69575,Fall
244,Natural Gas,BL688,30,12/1/2017,21501,1841,511388.89,493.55369,93775.2011,0.49355369,5.92264428,75.02016088,4.44198321,3.652297306,0,93864.73174,Winter
245,Natural Gas,BL688,31,1/1/2018,25764,2088,580000,559.77192,106356.6648,0.55977192,6.71726304,85.08533184,5.03794728,4.142312208,0,106458.2074,Winter
246,Natural Gas,BL688,31,2/1/2018,45731,3481,966944.44,933.22129,177312.0451,0.93322129,11.19865548,141.8496361,8.39899161,6.905837546,0,177481.3314,Winter
247,Natural Gas,BL688,28,3/1/2018,41418,3031,841944.44,812.58079,154390.3501,0.81258079,9.75096948,123.5122801,7.31322711,6.013097846,0,154537.7523,Spring
248,Natural Gas,BL431,31,2/1/2016,4008,169,46944.44,45.30721,8608.3699,0.04530721,0.54368652,6.88669592,0.40776489,0.335273354,0,8616.588628,Winter
249,Natural Gas,BL431,29,3/1/2016,4241,178,49444.44,47.72002,9066.8038,0.04772002,0.57264024,7.25344304,0.42948018,0.353128148,0,9075.460212,Spring
250,Natural Gas,BL431,31,4/1/2016,3771,189,52500,50.66901,9627.1119,0.05066901,0.60802812,7.70168952,0.45602109,0.374950674,0,9636.303258,Spring
251,Natural Gas,BL431,30,5/1/2016,2187,136,37777.78,36.46024,6927.4456,0.03646024,0.43752288,5.54195648,0.32814216,0.269805776,0,6934.059488,Spring
252,Natural Gas,BL431,31,6/1/2016,1379,101,28055.56,27.07709,5144.6471,0.02707709,0.32492508,4.11571768,0.24369381,0.200370466,0,5149.558884,Summer
253,Natural Gas,BL431,30,7/1/2016,1206,96,26666.67,25.73664,4889.9616,0.02573664,0.30883968,3.91196928,0.23162976,0.190451136,0,4894.630226,Summer
254,Natural Gas,BL431,31,8/1/2016,862,72,20000,19.30248,3667.4712,0.01930248,0.23162976,2.93397696,0.17372232,0.142838352,0,3670.97267,Summer
255,Natural Gas,BL431,61,10/1/2016,2241,187,51944.44,50.13283,9525.2377,0.05013283,0.60159396,7.62019016,0.45119547,0.370982942,0,9534.331795,Fall
256,Natural Gas,BL431,31,11/1/2016,1520,122,33888.89,32.70698,6214.3262,0.03270698,0.39248376,4.97146096,0.29436282,0.242031652,0,6220.259246,Fall
257,Natural Gas,BL431,30,12/1/2016,2249,175,48611.11,46.91575,8913.9925,0.04691575,0.562989,7.131194,0.42224175,0.34717655,0,8922.503017,Winter
258,Natural Gas,BL431,31,1/1/2017,2478,188,52222.22,50.40092,9576.1748,0.05040092,0.60481104,7.66093984,0.45360828,0.372966808,0,9585.317527,Winter
259,Natural Gas,BL431,31,2/1/2017,2502,186,51666.67,49.86474,9474.3006,0.04986474,0.59837688,7.57944048,0.44878266,0.368999076,0,9483.346064,Winter
260,Natural Gas,BL431,28,3/1/2017,2241,169,46944.44,45.30721,8608.3699,0.04530721,0.54368652,6.88669592,0.40776489,0.335273354,0,8616.588628,Spring
261,Natural Gas,BL431,31,4/1/2017,2505,200,55555.56,53.618,10187.42,0.053618,0.643416,8.149936,0.482562,0.3967732,0,10197.14631,Spring
262,Natural Gas,BL431,30,5/1/2017,1509,127,35277.78,34.04743,6469.0117,0.03404743,0.40856916,5.17520936,0.30642687,0.251950982,0,6475.187904,Spring
263,Natural Gas,BL431,31,6/1/2017,1413,122,33888.89,32.70698,6214.3262,0.03270698,0.39248376,4.97146096,0.29436282,0.242031652,0,6220.259246,Summer
264,Natural Gas,BL431,30,7/1/2017,1073,93,25833.33,24.93237,4737.1503,0.02493237,0.29918844,3.78972024,0.22439133,0.184499538,0,4741.673032,Summer
265,Natural Gas,BL431,31,8/1/2017,959,84,23333.33,22.51956,4278.7164,0.02251956,0.27023472,3.42297312,0.20267604,0.166644744,0,4282.801448,Summer
266,Natural Gas,BL431,31,9/1/2017,1115,98,27222.22,26.27282,4991.8358,0.02627282,0.31527384,3.99346864,0.23645538,0.194418868,0,4996.60169,Fall
267,Natural Gas,BL431,30,10/1/2017,1064,93,25833.33,24.93237,4737.1503,0.02493237,0.29918844,3.78972024,0.22439133,0.184499538,0,4741.673032,Fall
268,Natural Gas,BL431,31,11/1/2017,1483,120,33333.33,32.1708,6112.452,0.0321708,0.3860496,4.8899616,0.2895372,0.23806392,0,6118.287783,Fall
269,Natural Gas,BL431,30,12/1/2017,2636,191,53055.56,51.20519,9728.9861,0.05120519,0.61446228,7.78318888,0.46084671,0.378918406,0,9738.274721,Winter
270,Natural Gas,BL431,31,1/1/2018,3177,217,60277.78,58.17553,11053.3507,0.05817553,0.69810636,8.84268056,0.52357977,0.430498922,0,11063.90374,Winter
271,Natural Gas,BL431,31,2/1/2018,3296,214,59444.44,57.37126,10900.5394,0.05737126,0.68845512,8.72043152,0.51634134,0.424547324,0,10910.94655,Winter
272,Natural Gas,BL431,28,3/1/2018,2861,183,50833.33,49.06047,9321.4893,0.04906047,0.58872564,7.45719144,0.44154423,0.363047478,0,9330.388869,Spring
273,Electricity,BL918,31,2/1/2016,42202.45,268200,268200,268.2,53640,250.31106,16.19928,117.82026,0.9387,17.19162,0.1341,54042.46092,Winter
274,Electricity,BL918,29,3/1/2016,38709.89,236700,236700,236.7,47340,220.91211,14.29668,103.98231,0.82845,15.17247,0.11835,47695.19202,Spring
275,Electricity,BL918,31,4/1/2016,46432.79,313200,313200,313.2,62640,292.30956,18.91728,137.58876,1.0962,20.07612,0.1566,63109.98792,Spring
276,Electricity,BL918,30,5/1/2016,41918.15,266400,266400,266.4,53280,248.63112,16.09056,117.02952,0.9324,17.07624,0.1332,53679.75984,Spring
277,Electricity,BL918,31,6/1/2016,47482.68,321300,321300,321.3,64260,299.86929,19.40652,141.14709,1.12455,20.59533,0.16065,64742.14278,Summer
278,Electricity,BL918,30,7/1/2016,41847.54,266400,266400,266.4,53280,248.63112,16.09056,117.02952,0.9324,17.07624,0.1332,53679.75984,Summer
279,Electricity,BL918,31,8/1/2016,46181.92,309600,309600,309.6,61920,288.94968,18.69984,136.00728,1.0836,19.84536,0.1548,62384.58576,Summer
280,Electricity,BL918,31,9/1/2016,50139.99,347400,347400,347.4,69480,324.22842,20.98296,152.61282,1.2159,22.26834,0.1737,70001.30844,Fall
281,Electricity,BL918,30,10/1/2016,52672.79,372600,372600,372.6,74520,347.74758,22.50504,163.68318,1.3041,23.88366,0.1863,75079.12356,Fall
282,Electricity,BL918,31,11/1/2016,43557.11,280800,280800,280.8,56160,262.07064,16.96032,123.35544,0.9828,17.99928,0.1404,56581.36848,Fall
283,Electricity,BL918,30,12/1/2016,50499.58,353700,353700,353.7,70740,330.10821,21.36348,155.38041,1.23795,22.67217,0.17685,71270.76222,Winter
284,Electricity,BL918,31,1/1/2017,43309.98,280800,280800,280.8,56160,262.07064,16.96032,123.35544,0.9828,17.99928,0.1404,56581.36848,Winter
285,Electricity,BL918,31,2/1/2017,42077.01,266400,266400,266.4,53280,248.63112,16.09056,117.02952,0.9324,17.07624,0.1332,53679.75984,Winter
286,Electricity,BL918,28,3/1/2017,45061.42,301500,301500,301.5,60300,281.38995,18.2106,132.44895,1.05525,19.32615,0.15075,60752.4309,Spring
287,Electricity,BL918,31,4/1/2017,41437.8,262800,262800,262.8,52560,245.27124,15.87312,115.44804,0.9198,16.84548,0.1314,52954.35768,Spring
288,Electricity,BL918,30,5/1/2017,41488.88,261000,261000,261,52200,243.5913,15.7644,114.6573,0.9135,16.7301,0.1305,52591.6566,Spring
289,Electricity,BL918,31,6/1/2017,46776.46,304200,304200,304.2,60840,283.90986,18.37368,133.63506,1.0647,19.49922,0.1521,61296.48252,Summer
290,Electricity,BL918,30,7/1/2017,40222.48,248400,248400,248.4,49680,231.83172,15.00336,109.12212,0.8694,15.92244,0.1242,50052.74904,Summer
291,Electricity,BL918,31,8/1/2017,44094.16,288000,288000,288,57600,268.7904,17.3952,126.5184,1.008,18.4608,0.144,58032.1728,Summer
292,Electricity,BL918,31,9/1/2017,48197.19,329400,329400,329.4,65880,307.42902,19.89576,144.70542,1.1529,21.11454,0.1647,66374.29764,Fall
293,Electricity,BL918,30,10/1/2017,49317.69,337500,337500,337.5,67500,314.98875,20.385,148.26375,1.18125,21.63375,0.16875,68006.4525,Fall
294,Electricity,BL918,31,11/1/2017,46107.56,306000,306000,306,61200,285.5898,18.4824,134.4258,1.071,19.6146,0.153,61659.1836,Fall
295,Electricity,BL918,30,12/1/2017,46732.87,313200,313200,313.2,62640,292.30956,18.91728,137.58876,1.0962,20.07612,0.1566,63109.98792,Winter
296,Electricity,BL918,31,1/1/2018,47447.38,321300,321300,321.3,64260,299.86929,19.40652,141.14709,1.12455,20.59533,0.16065,64742.14278,Winter
297,Electricity,BL918,31,2/1/2018,50228.24,347400,347400,347.4,69480,324.22842,20.98296,152.61282,1.2159,22.26834,0.1737,70001.30844,Winter
298,Electricity,BL918,28,3/1/2018,45681.11,303300,303300,303.3,60660,283.06989,18.31932,133.23969,1.06155,19.44153,0.15165,61115.13198,Spring
